🔄 IBKR LIVE SYNC STARTED
📊 Symbols: XAUUSD, AAPL, NVDA, TSLA, SPY
⏱️  Update interval: 60 seconds

⏰ 18:33:44 - Syncing IBKR prices... /Users/anubhavarya/star/star-dashboard/ibkr_sync.py:56: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "updated_at": datetime.utcnow().isoformat()
/Users/anubhavarya/star/star-dashboard/ibkr_sync.py:78: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "last_updated": datetime.utcnow().isoformat()
✅ Updated 10 positions | Gold: $4453.34
⏰ 05:01:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.71
⏰ 05:02:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.02
⏰ 05:03:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.63
⏰ 05:04:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.91
⏰ 05:05:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.42
⏰ 05:06:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.24
⏰ 05:07:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.60
⏰ 05:08:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.37
⏰ 05:09:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.65
⏰ 05:10:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.23
⏰ 05:11:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.82
⏰ 05:12:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.15
⏰ 05:13:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.93
⏰ 05:14:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.58
⏰ 05:15:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.05
⏰ 05:16:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.25
⏰ 05:17:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.32
⏰ 05:18:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.35
⏰ 05:19:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.58
⏰ 05:20:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.83
⏰ 05:21:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.08
⏰ 05:22:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.31
⏰ 05:23:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.59
⏰ 05:24:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.32
⏰ 05:26:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.85
⏰ 05:27:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.47
⏰ 05:28:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.85
⏰ 05:29:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.10
⏰ 05:30:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.41
⏰ 05:31:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.77
⏰ 05:32:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.83
⏰ 05:33:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.74
⏰ 05:34:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.00
⏰ 05:35:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.75
⏰ 05:36:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.15
⏰ 05:37:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.90
⏰ 05:38:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.77
⏰ 05:39:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.00
⏰ 05:40:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.72
⏰ 05:41:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.54
⏰ 05:42:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.80
⏰ 05:43:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.73
⏰ 05:44:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.00
⏰ 05:45:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.63
⏰ 05:46:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.99
⏰ 05:47:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.10
⏰ 05:48:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.12
⏰ 05:49:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.21
⏰ 05:50:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.35
⏰ 05:51:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.42
⏰ 05:52:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.26
⏰ 05:53:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.06
⏰ 05:54:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.00
⏰ 05:55:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.38
⏰ 05:56:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.17
⏰ 05:57:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.02
⏰ 05:58:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.26
⏰ 05:59:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.68
⏰ 06:00:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.12
⏰ 06:01:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.85
⏰ 06:02:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.41
⏰ 06:04:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.87
⏰ 06:05:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.21
⏰ 06:06:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.77
⏰ 06:07:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.36
⏰ 06:08:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.06
⏰ 06:09:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.22
⏰ 06:10:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.04
⏰ 06:11:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.61
⏰ 06:12:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.18
⏰ 06:13:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.31
⏰ 06:14:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.95
⏰ 06:15:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.22
⏰ 06:16:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.54
⏰ 06:17:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.16
⏰ 06:18:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.23
⏰ 06:19:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.65
⏰ 06:20:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.35
⏰ 06:21:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.14
⏰ 06:22:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.87
⏰ 06:23:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.52
⏰ 06:24:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.04
⏰ 06:25:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.12
⏰ 06:26:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.05
⏰ 06:27:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.64
⏰ 06:28:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.26
⏰ 06:29:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.36
⏰ 06:30:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.80
⏰ 06:31:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.12
⏰ 06:32:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.12
⏰ 06:33:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.11
⏰ 06:34:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.68
⏰ 06:35:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.90
⏰ 06:36:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.19
⏰ 06:37:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.63
⏰ 06:38:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.35
⏰ 06:39:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.13
⏰ 06:40:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.55
⏰ 06:41:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.40
⏰ 06:43:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.64
⏰ 06:44:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.18
⏰ 06:45:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.20
⏰ 06:46:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.99
⏰ 06:47:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.99
⏰ 06:48:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.79
⏰ 06:49:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.55
⏰ 06:50:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.84
⏰ 06:51:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.20
⏰ 06:52:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.82
⏰ 06:53:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.57
⏰ 06:54:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.53
⏰ 06:55:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.36
⏰ 06:56:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.62
⏰ 06:57:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.53
⏰ 06:58:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.75
⏰ 06:59:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.83
⏰ 07:00:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.88
⏰ 07:01:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.31
⏰ 07:02:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.09
⏰ 07:03:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.16
⏰ 07:04:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.02
⏰ 07:05:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.44
⏰ 07:06:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.14
⏰ 07:07:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.61
⏰ 07:08:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.30
⏰ 07:09:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.65
⏰ 07:10:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.94
⏰ 07:11:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.85
⏰ 07:12:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.85
⏰ 07:13:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.03
⏰ 07:14:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.63
⏰ 07:15:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.99
⏰ 07:16:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.87
⏰ 07:18:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.61
⏰ 07:19:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.56
⏰ 07:20:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.35
⏰ 07:21:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.05
⏰ 07:22:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.20
⏰ 07:23:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.18
⏰ 07:24:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.87
⏰ 07:25:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.43
⏰ 07:26:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.59
⏰ 07:27:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.05
⏰ 07:28:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.66
⏰ 07:29:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.00
⏰ 07:30:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.80
⏰ 07:31:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.75
⏰ 07:32:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.54
⏰ 07:33:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.84
⏰ 07:34:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.30
⏰ 07:35:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.90
⏰ 07:36:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.31
⏰ 07:37:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.37
⏰ 07:38:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.42
⏰ 07:39:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.37
⏰ 07:40:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.66
⏰ 07:41:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.10
⏰ 07:42:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.19
⏰ 07:43:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.39
⏰ 07:44:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.66
⏰ 07:45:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.33
⏰ 07:46:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.67
⏰ 07:47:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.47
⏰ 07:48:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.69
⏰ 07:49:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.61
⏰ 07:50:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.10
⏰ 07:51:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.62
⏰ 07:52:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.29
⏰ 07:53:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.95
⏰ 07:54:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.94
⏰ 07:55:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.36
⏰ 07:57:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.18
⏰ 07:58:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.19
⏰ 07:59:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.57
⏰ 08:00:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.67
⏰ 08:01:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.29
⏰ 08:02:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.77
⏰ 08:03:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.55
⏰ 08:04:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.21
⏰ 08:05:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.92
⏰ 08:06:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.70
⏰ 08:07:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.36
⏰ 08:08:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.46
⏰ 08:09:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.17
⏰ 08:10:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.75
⏰ 08:11:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.74
⏰ 08:12:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.74
⏰ 08:13:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.61
⏰ 08:14:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.37
⏰ 08:15:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.40
⏰ 08:16:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.24
⏰ 08:17:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.18
⏰ 08:18:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.79
⏰ 08:19:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.93
⏰ 08:20:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.08
⏰ 08:21:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.23
⏰ 08:22:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.59
⏰ 08:23:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.59
⏰ 08:24:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.30
⏰ 08:25:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.15
⏰ 08:26:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.41
⏰ 08:27:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.36
⏰ 08:28:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.39
⏰ 08:29:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.62
⏰ 08:30:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.06
⏰ 08:31:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.69
⏰ 08:32:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.44
⏰ 08:33:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.80
⏰ 08:34:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.43
⏰ 08:36:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.44
⏰ 08:37:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.90
⏰ 08:38:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.66
⏰ 08:39:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.26
⏰ 08:40:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.02
⏰ 08:41:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.04
⏰ 08:42:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.70
⏰ 08:43:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.16
⏰ 08:44:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.78
⏰ 08:45:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.31
⏰ 08:46:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.70
⏰ 08:47:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.52
⏰ 08:48:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.47
⏰ 08:49:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.50
⏰ 08:50:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.58
⏰ 08:51:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.91
⏰ 08:52:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.82
⏰ 08:53:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.69
⏰ 08:54:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.45
⏰ 08:55:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.29
⏰ 08:56:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.10
⏰ 08:57:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.59
⏰ 08:58:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.21
⏰ 08:59:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.31
⏰ 09:00:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.45
⏰ 09:01:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.06
⏰ 09:02:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.78
⏰ 09:03:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.17
⏰ 09:04:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.01
⏰ 09:05:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.07
⏰ 09:06:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.39
⏰ 09:07:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.26
⏰ 09:08:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.88
⏰ 09:09:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.37
⏰ 09:10:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.43
⏰ 09:11:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.05
⏰ 09:12:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.67
⏰ 09:14:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.32
⏰ 09:15:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.32
⏰ 09:16:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.92
⏰ 09:17:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.97
⏰ 09:18:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.15
⏰ 09:19:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.52
⏰ 09:20:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.93
⏰ 09:21:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.88
⏰ 09:22:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.91
⏰ 09:23:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.62
⏰ 09:24:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.70
⏰ 09:25:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.62
⏰ 09:26:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.28
⏰ 09:27:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.04
⏰ 09:28:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.30
⏰ 09:29:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.88
⏰ 09:30:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.25
⏰ 09:31:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.69
⏰ 09:32:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.93
⏰ 09:33:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.68
⏰ 09:34:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.76
⏰ 09:35:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.14
⏰ 09:36:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.64
⏰ 09:37:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.83
⏰ 09:38:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.24
⏰ 09:39:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.64
⏰ 09:40:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.23
⏰ 09:41:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.30
⏰ 09:42:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.48
⏰ 09:43:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.96
⏰ 09:44:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.07
⏰ 09:45:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.89
⏰ 09:46:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.96
⏰ 09:47:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.16
⏰ 09:48:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.54
⏰ 09:49:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.04
⏰ 09:50:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.88
⏰ 09:52:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.27
⏰ 09:53:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.71
⏰ 09:54:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.35
⏰ 09:55:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.68
⏰ 09:56:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.18
⏰ 09:57:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.54
⏰ 09:58:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.18
⏰ 09:59:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.13
⏰ 10:00:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.46
⏰ 10:01:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.37
⏰ 10:02:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.82
⏰ 10:03:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.05
